Codice,Location,Provincia,Regione,data,scontrini,lordototale,giorno,mese,year,stagione,festività,festivo_ferriale,Covid,colore,scontrino_medio
R000,Montebello,Pavia,Lombardia,2020-02-23,691,16269.12,Sunday,February,2020,Winter,No,Festivo,Post-Covid19,bianco,23.54
R000,Montebello,Pavia,Lombardia,2020-02-24,323,7367.81,Monday,February,2020,Winter,No,Feriale,Post-Covid19,bianco,22.81
R000,Montebello,Pavia,Lombardia,2020-02-25,257,6204.74,Tuesday,February,2020,Winter,No,Feriale,Post-Covid19,bianco,24.14
R000,Montebello,Pavia,Lombardia,2020-02-26,305,8036.42,Wednesday,February,2020,Winter,No,Feriale,Post-Covid19,bianco,26.35
R000,Montebello,Pavia,Lombardia,2020-02-27,357,8750.56,Thursday,February,2020,Winter,No,Feriale,Post-Covid19,bianco,24.51
R000,Montebello,Pavia,Lombardia,2020-02-28,496,12779.29,Friday,February,2020,Winter,No,Feriale,Post-Covid19,bianco,25.76
R000,Montebello,Pavia,Lombardia,2020-02-29,605,16312.72,Saturday,February,2020,Winter,No,Festivo,Post-Covid19,bianco,26.96
R000,Montebello,Pavia,Lombardia,2020-03-01,514,13912.64,Sunday,March,2020,Winter,No,Festivo,Post-Covid19,rosso,27.07
R000,Montebello,Pavia,Lombardia,2020-03-02,402,9332.52,Monday,March,2020,Winter,No,Feriale,Post-Covid19,rosso,23.22
R000,Montebello,Pavia,Lombardia,2020-03-03,445,9952.04,Tuesday,March,2020,Winter,No,Feriale,Post-Covid19,rosso,22.36
R000,Montebello,Pavia,Lombardia,2020-03-04,448,9823.79,Wednesday,March,2020,Winter,No,Feriale,Post-Covid19,rosso,21.93
R000,Montebello,Pavia,Lombardia,2020-03-05,461,10418.38,Thursday,March,2020,Winter,No,Feriale,Post-Covid19,rosso,22.6
R000,Montebello,Pavia,Lombardia,2020-03-06,493,10842.42,Friday,March,2020,Winter,No,Feriale,Post-Covid19,rosso,21.99
R000,Montebello,Pavia,Lombardia,2020-03-07,557,14958.14,Saturday,March,2020,Winter,No,Festivo,Post-Covid19,rosso,26.85
R000,Montebello,Pavia,Lombardia,2020-03-08,232,5275.45,Sunday,March,2020,Winter,No,Festivo,Post-Covid19,rosso,22.74
R000,Montebello,Pavia,Lombardia,2020-03-09,184,4063.42,Monday,March,2020,Winter,No,Feriale,Post-Covid19,rosso,22.08
R000,Montebello,Pavia,Lombardia,2020-03-10,142,3292.81,Tuesday,March,2020,Winter,No,Feriale,Post-Covid19,rosso,23.19
R000,Montebello,Pavia,Lombardia,2020-03-11,135,3007.58,Wednesday,March,2020,Winter,No,Feriale,Post-Covid19,rosso,22.28
R000,Montebello,Pavia,Lombardia,2020-03-12,0,0.0,Thursday,March,2020,Winter,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-13,0,0.0,Friday,March,2020,Winter,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-14,0,0.0,Saturday,March,2020,Winter,No,Festivo,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-15,0,0.0,Sunday,March,2020,Winter,No,Festivo,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-16,0,0.0,Monday,March,2020,Winter,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-17,0,0.0,Tuesday,March,2020,Winter,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-18,0,0.0,Wednesday,March,2020,Winter,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-19,0,0.0,Thursday,March,2020,Winter,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-20,0,0.0,Friday,March,2020,Winter,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-21,0,0.0,Saturday,March,2020,Spring,No,Festivo,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-22,0,0.0,Sunday,March,2020,Spring,No,Festivo,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-23,0,0.0,Monday,March,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-24,0,0.0,Tuesday,March,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-25,0,0.0,Wednesday,March,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-26,0,0.0,Thursday,March,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-27,0,0.0,Friday,March,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-28,0,0.0,Saturday,March,2020,Spring,No,Festivo,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-29,0,0.0,Sunday,March,2020,Spring,No,Festivo,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-30,0,0.0,Monday,March,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-03-31,0,0.0,Tuesday,March,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-01,0,2.7,Wednesday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,inf
R000,Montebello,Pavia,Lombardia,2020-04-02,0,0.0,Thursday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-03,0,0.0,Friday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-04,0,0.0,Saturday,April,2020,Spring,No,Festivo,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-05,0,0.0,Sunday,April,2020,Spring,No,Festivo,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-06,0,0.0,Monday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-07,0,0.0,Tuesday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-08,0,0.0,Wednesday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-09,0,0.0,Thursday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-10,0,0.0,Friday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-11,0,0.0,Saturday,April,2020,Spring,No,Festivo,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-12,0,0.0,Sunday,April,2020,Spring,Pasqua,Festivo,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-13,0,0.0,Monday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-14,0,0.0,Tuesday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-15,0,0.0,Wednesday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-16,0,0.0,Thursday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-17,0,0.0,Friday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-18,0,0.0,Saturday,April,2020,Spring,No,Festivo,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-19,0,0.0,Sunday,April,2020,Spring,No,Festivo,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-20,0,0.0,Monday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-21,0,0.0,Tuesday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-22,0,0.0,Wednesday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-23,0,0.0,Thursday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-24,0,0.0,Friday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-25,0,0.0,Saturday,April,2020,Spring,Liberazione,Festivo,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-26,0,0.0,Sunday,April,2020,Spring,No,Festivo,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-27,0,0.0,Monday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-28,0,0.0,Tuesday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-29,0,0.0,Wednesday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-04-30,0,0.0,Thursday,April,2020,Spring,No,Feriale,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-05-01,0,0.0,Friday,May,2020,Spring,Lavoro,Festivo,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-05-02,0,0.0,Saturday,May,2020,Spring,No,Festivo,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-05-03,0,0.0,Sunday,May,2020,Spring,No,Festivo,Post-Covid19,rosso,0.0
R000,Montebello,Pavia,Lombardia,2020-05-04,0,0.0,Monday,May,2020,Spring,No,Feriale,Post-Covid19,arancione,0.0
R000,Montebello,Pavia,Lombardia,2020-05-05,0,0.0,Tuesday,May,2020,Spring,No,Feriale,Post-Covid19,arancione,0.0
R000,Montebello,Pavia,Lombardia,2020-05-06,0,0.0,Wednesday,May,2020,Spring,No,Feriale,Post-Covid19,arancione,0.0
R000,Montebello,Pavia,Lombardia,2020-05-07,181,8414.77,Thursday,May,2020,Spring,No,Feriale,Post-Covid19,arancione,46.49
R000,Montebello,Pavia,Lombardia,2020-05-08,239,10221.09,Friday,May,2020,Spring,No,Feriale,Post-Covid19,arancione,42.77
R000,Montebello,Pavia,Lombardia,2020-05-09,296,14123.0,Saturday,May,2020,Spring,No,Festivo,Post-Covid19,arancione,47.71
R000,Montebello,Pavia,Lombardia,2020-05-10,209,9927.63,Sunday,May,2020,Spring,No,Festivo,Post-Covid19,arancione,47.5
R000,Montebello,Pavia,Lombardia,2020-05-11,237,9040.33,Monday,May,2020,Spring,No,Feriale,Post-Covid19,arancione,38.14
R000,Montebello,Pavia,Lombardia,2020-05-12,200,7023.64,Tuesday,May,2020,Spring,No,Feriale,Post-Covid19,arancione,35.12
R000,Montebello,Pavia,Lombardia,2020-05-13,228,9067.19,Wednesday,May,2020,Spring,No,Feriale,Post-Covid19,arancione,39.77
R000,Montebello,Pavia,Lombardia,2020-05-14,241,8526.87,Thursday,May,2020,Spring,No,Feriale,Post-Covid19,arancione,35.38
R000,Montebello,Pavia,Lombardia,2020-05-15,290,11130.62,Friday,May,2020,Spring,No,Feriale,Post-Covid19,arancione,38.38
R000,Montebello,Pavia,Lombardia,2020-05-16,315,13325.96,Saturday,May,2020,Spring,No,Festivo,Post-Covid19,arancione,42.3
R000,Montebello,Pavia,Lombardia,2020-05-17,273,12318.08,Sunday,May,2020,Spring,No,Festivo,Post-Covid19,arancione,45.12
R000,Montebello,Pavia,Lombardia,2020-05-18,285,12590.37,Monday,May,2020,Spring,No,Feriale,Post-Covid19,giallo,44.18
R000,Montebello,Pavia,Lombardia,2020-05-19,311,11622.29,Tuesday,May,2020,Spring,No,Feriale,Post-Covid19,giallo,37.37
R000,Montebello,Pavia,Lombardia,2020-05-20,297,10154.56,Wednesday,May,2020,Spring,No,Feriale,Post-Covid19,giallo,34.19
R000,Montebello,Pavia,Lombardia,2020-05-21,323,11465.82,Thursday,May,2020,Spring,No,Feriale,Post-Covid19,giallo,35.5
R000,Montebello,Pavia,Lombardia,2020-05-22,287,12660.38,Friday,May,2020,Spring,No,Feriale,Post-Covid19,giallo,44.11
R000,Montebello,Pavia,Lombardia,2020-05-23,458,18258.21,Saturday,May,2020,Spring,No,Festivo,Post-Covid19,giallo,39.87
R000,Montebello,Pavia,Lombardia,2020-05-24,457,16288.29,Sunday,May,2020,Spring,No,Festivo,Post-Covid19,giallo,35.64
R000,Montebello,Pavia,Lombardia,2020-05-25,326,10542.8,Monday,May,2020,Spring,No,Feriale,Post-Covid19,giallo,32.34
R000,Montebello,Pavia,Lombardia,2020-05-26,321,10955.55,Tuesday,May,2020,Spring,No,Feriale,Post-Covid19,giallo,34.13
R000,Montebello,Pavia,Lombardia,2020-05-27,307,9488.75,Wednesday,May,2020,Spring,No,Feriale,Post-Covid19,giallo,30.91
R000,Montebello,Pavia,Lombardia,2020-05-28,329,9804.08,Thursday,May,2020,Spring,No,Feriale,Post-Covid19,giallo,29.8
R000,Montebello,Pavia,Lombardia,2020-05-29,367,13563.23,Friday,May,2020,Spring,No,Feriale,Post-Covid19,giallo,36.96
R000,Montebello,Pavia,Lombardia,2020-05-30,497,18142.25,Saturday,May,2020,Spring,No,Festivo,Post-Covid19,giallo,36.5
R000,Montebello,Pavia,Lombardia,2020-05-31,490,16845.49,Sunday,May,2020,Spring,No,Festivo,Post-Covid19,giallo,34.38
R000,Montebello,Pavia,Lombardia,2020-06-01,420,14438.71,Monday,June,2020,Spring,No,Feriale,Post-Covid19,giallo,34.38
R000,Montebello,Pavia,Lombardia,2020-06-02,376,13161.47,Tuesday,June,2020,Spring,Repubblica,Festivo,Post-Covid19,giallo,35.0
R000,Montebello,Pavia,Lombardia,2020-06-03,357,11881.13,Wednesday,June,2020,Spring,No,Feriale,Post-Covid19,giallo,33.28
R000,Montebello,Pavia,Lombardia,2020-06-04,371,12032.23,Thursday,June,2020,Spring,No,Feriale,Post-Covid19,giallo,32.43
R000,Montebello,Pavia,Lombardia,2020-06-05,384,11463.88,Friday,June,2020,Spring,No,Feriale,Post-Covid19,giallo,29.85
R000,Montebello,Pavia,Lombardia,2020-06-06,568,18555.97,Saturday,June,2020,Spring,No,Festivo,Post-Covid19,giallo,32.67
R000,Montebello,Pavia,Lombardia,2020-06-07,571,21364.16,Sunday,June,2020,Spring,No,Festivo,Post-Covid19,giallo,37.42
R000,Montebello,Pavia,Lombardia,2020-06-08,376,12741.84,Monday,June,2020,Spring,No,Feriale,Post-Covid19,giallo,33.89
R000,Montebello,Pavia,Lombardia,2020-06-09,355,12331.36,Tuesday,June,2020,Spring,No,Feriale,Post-Covid19,giallo,34.74
R000,Montebello,Pavia,Lombardia,2020-06-10,384,11906.0,Wednesday,June,2020,Spring,No,Feriale,Post-Covid19,giallo,31.01
R000,Montebello,Pavia,Lombardia,2020-06-11,427,14584.24,Thursday,June,2020,Spring,No,Feriale,Post-Covid19,bianco,34.16
R000,Montebello,Pavia,Lombardia,2020-06-12,430,14392.65,Friday,June,2020,Spring,No,Feriale,Post-Covid19,bianco,33.47
R000,Montebello,Pavia,Lombardia,2020-06-13,525,17951.76,Saturday,June,2020,Spring,No,Festivo,Post-Covid19,bianco,34.19
R000,Montebello,Pavia,Lombardia,2020-06-14,477,17148.81,Sunday,June,2020,Spring,No,Festivo,Post-Covid19,bianco,35.95
R000,Montebello,Pavia,Lombardia,2020-06-15,364,11547.12,Monday,June,2020,Spring,No,Feriale,Post-Covid19,bianco,31.72
R000,Montebello,Pavia,Lombardia,2020-06-16,350,10750.05,Tuesday,June,2020,Spring,No,Feriale,Post-Covid19,bianco,30.71
R000,Montebello,Pavia,Lombardia,2020-06-17,374,12179.16,Wednesday,June,2020,Spring,No,Feriale,Post-Covid19,bianco,32.56
R000,Montebello,Pavia,Lombardia,2020-06-18,371,12185.26,Thursday,June,2020,Spring,No,Feriale,Post-Covid19,bianco,32.84
R000,Montebello,Pavia,Lombardia,2020-06-19,424,13438.58,Friday,June,2020,Spring,No,Feriale,Post-Covid19,bianco,31.69
R000,Montebello,Pavia,Lombardia,2020-06-20,485,16889.85,Saturday,June,2020,Spring,No,Festivo,Post-Covid19,bianco,34.82
R000,Montebello,Pavia,Lombardia,2020-06-21,467,15460.47,Sunday,June,2020,Summer,No,Festivo,Post-Covid19,bianco,33.11
R000,Montebello,Pavia,Lombardia,2020-06-22,296,8243.51,Monday,June,2020,Summer,No,Feriale,Post-Covid19,bianco,27.85
R000,Montebello,Pavia,Lombardia,2020-06-23,347,10360.28,Tuesday,June,2020,Summer,No,Feriale,Post-Covid19,bianco,29.86
R000,Montebello,Pavia,Lombardia,2020-06-24,383,11300.31,Wednesday,June,2020,Summer,No,Feriale,Post-Covid19,bianco,29.5
R000,Montebello,Pavia,Lombardia,2020-06-25,412,12037.73,Thursday,June,2020,Summer,No,Feriale,Post-Covid19,bianco,29.22
R000,Montebello,Pavia,Lombardia,2020-06-26,422,13933.22,Friday,June,2020,Summer,No,Feriale,Post-Covid19,bianco,33.02
R000,Montebello,Pavia,Lombardia,2020-06-27,501,15484.74,Saturday,June,2020,Summer,No,Festivo,Post-Covid19,bianco,30.91
R000,Montebello,Pavia,Lombardia,2020-06-28,518,18185.31,Sunday,June,2020,Summer,No,Festivo,Post-Covid19,bianco,35.11
R000,Montebello,Pavia,Lombardia,2020-06-29,379,10379.58,Monday,June,2020,Summer,No,Feriale,Post-Covid19,bianco,27.39
R000,Montebello,Pavia,Lombardia,2020-06-30,373,11162.72,Tuesday,June,2020,Summer,No,Feriale,Post-Covid19,bianco,29.93
R000,Montebello,Pavia,Lombardia,2020-07-01,398,11994.34,Wednesday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,30.14
R000,Montebello,Pavia,Lombardia,2020-07-02,397,11491.15,Thursday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,28.94
R000,Montebello,Pavia,Lombardia,2020-07-03,434,12814.2,Friday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,29.53
R000,Montebello,Pavia,Lombardia,2020-07-04,525,17316.64,Saturday,July,2020,Summer,No,Festivo,Post-Covid19,bianco,32.98
R000,Montebello,Pavia,Lombardia,2020-07-05,465,15384.3,Sunday,July,2020,Summer,No,Festivo,Post-Covid19,bianco,33.08
R000,Montebello,Pavia,Lombardia,2020-07-06,413,11788.52,Monday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,28.54
R000,Montebello,Pavia,Lombardia,2020-07-07,379,10650.15,Tuesday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,28.1
R000,Montebello,Pavia,Lombardia,2020-07-08,387,10581.16,Wednesday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,27.34
R000,Montebello,Pavia,Lombardia,2020-07-09,338,10064.47,Thursday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,29.78
R000,Montebello,Pavia,Lombardia,2020-07-10,426,12939.37,Friday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,30.37
R000,Montebello,Pavia,Lombardia,2020-07-11,565,17149.37,Saturday,July,2020,Summer,No,Festivo,Post-Covid19,bianco,30.35
R000,Montebello,Pavia,Lombardia,2020-07-12,554,18152.91,Sunday,July,2020,Summer,No,Festivo,Post-Covid19,bianco,32.77
R000,Montebello,Pavia,Lombardia,2020-07-13,386,10470.17,Monday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,27.12
R000,Montebello,Pavia,Lombardia,2020-07-14,392,10898.17,Tuesday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,27.8
R000,Montebello,Pavia,Lombardia,2020-07-15,422,12556.05,Wednesday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,29.75
R000,Montebello,Pavia,Lombardia,2020-07-16,427,12127.18,Thursday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,28.4
R000,Montebello,Pavia,Lombardia,2020-07-17,432,12659.9,Friday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,29.31
R000,Montebello,Pavia,Lombardia,2020-07-18,576,18136.84,Saturday,July,2020,Summer,No,Festivo,Post-Covid19,bianco,31.49
R000,Montebello,Pavia,Lombardia,2020-07-19,511,17133.66,Sunday,July,2020,Summer,No,Festivo,Post-Covid19,bianco,33.53
R000,Montebello,Pavia,Lombardia,2020-07-20,355,10233.27,Monday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,28.83
R000,Montebello,Pavia,Lombardia,2020-07-21,393,10502.11,Tuesday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,26.72
R000,Montebello,Pavia,Lombardia,2020-07-22,422,11549.95,Wednesday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,27.37
R000,Montebello,Pavia,Lombardia,2020-07-23,400,10886.72,Thursday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,27.22
R000,Montebello,Pavia,Lombardia,2020-07-24,450,14269.9,Friday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,31.71
R000,Montebello,Pavia,Lombardia,2020-07-25,579,18178.53,Saturday,July,2020,Summer,No,Festivo,Post-Covid19,bianco,31.4
R000,Montebello,Pavia,Lombardia,2020-07-26,505,17093.0,Sunday,July,2020,Summer,No,Festivo,Post-Covid19,bianco,33.85
R000,Montebello,Pavia,Lombardia,2020-07-27,389,10525.11,Monday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,27.06
R000,Montebello,Pavia,Lombardia,2020-07-28,332,8905.68,Tuesday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,26.82
R000,Montebello,Pavia,Lombardia,2020-07-29,394,11462.18,Wednesday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,29.09
R000,Montebello,Pavia,Lombardia,2020-07-30,369,9670.1,Thursday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,26.21
R000,Montebello,Pavia,Lombardia,2020-07-31,444,12999.66,Friday,July,2020,Summer,No,Feriale,Post-Covid19,bianco,29.28
R000,Montebello,Pavia,Lombardia,2020-08-01,518,16052.72,Saturday,August,2020,Summer,No,Festivo,Post-Covid19,bianco,30.99
R000,Montebello,Pavia,Lombardia,2020-08-02,629,19506.37,Sunday,August,2020,Summer,No,Festivo,Post-Covid19,bianco,31.01
R000,Montebello,Pavia,Lombardia,2020-08-03,504,13847.9,Monday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,27.48
R000,Montebello,Pavia,Lombardia,2020-08-04,493,13382.42,Tuesday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,27.14
R000,Montebello,Pavia,Lombardia,2020-08-05,415,11493.9,Wednesday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,27.7
R000,Montebello,Pavia,Lombardia,2020-08-06,416,11719.76,Thursday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,28.17
R000,Montebello,Pavia,Lombardia,2020-08-07,441,12633.35,Friday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,28.65
R000,Montebello,Pavia,Lombardia,2020-08-08,547,17289.48,Saturday,August,2020,Summer,No,Festivo,Post-Covid19,bianco,31.61
R000,Montebello,Pavia,Lombardia,2020-08-09,507,15957.81,Sunday,August,2020,Summer,No,Festivo,Post-Covid19,bianco,31.47
R000,Montebello,Pavia,Lombardia,2020-08-10,409,12337.92,Monday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,30.17
R000,Montebello,Pavia,Lombardia,2020-08-11,397,11974.93,Tuesday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,30.16
R000,Montebello,Pavia,Lombardia,2020-08-12,416,11894.34,Wednesday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,28.59
R000,Montebello,Pavia,Lombardia,2020-08-13,442,11102.4,Thursday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,25.12
R000,Montebello,Pavia,Lombardia,2020-08-14,477,14384.36,Friday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,30.16
R000,Montebello,Pavia,Lombardia,2020-08-15,188,6078.24,Saturday,August,2020,Summer,Ferragosto,Festivo,Post-Covid19,bianco,32.33
R000,Montebello,Pavia,Lombardia,2020-08-16,528,16804.53,Sunday,August,2020,Summer,No,Festivo,Post-Covid19,bianco,31.83
R000,Montebello,Pavia,Lombardia,2020-08-17,427,13536.34,Monday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,31.7
R000,Montebello,Pavia,Lombardia,2020-08-18,427,12720.43,Tuesday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,29.79
R000,Montebello,Pavia,Lombardia,2020-08-19,422,12281.33,Wednesday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,29.1
R000,Montebello,Pavia,Lombardia,2020-08-20,420,12642.16,Thursday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,30.1
R000,Montebello,Pavia,Lombardia,2020-08-21,409,11639.27,Friday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,28.46
R000,Montebello,Pavia,Lombardia,2020-08-22,557,17037.68,Saturday,August,2020,Summer,No,Festivo,Post-Covid19,bianco,30.59
R000,Montebello,Pavia,Lombardia,2020-08-23,530,16083.63,Sunday,August,2020,Summer,No,Festivo,Post-Covid19,bianco,30.35
R000,Montebello,Pavia,Lombardia,2020-08-24,436,12601.71,Monday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,28.9
R000,Montebello,Pavia,Lombardia,2020-08-25,415,11257.27,Tuesday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,27.13
R000,Montebello,Pavia,Lombardia,2020-08-26,413,13303.3,Wednesday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,32.21
R000,Montebello,Pavia,Lombardia,2020-08-27,452,13457.42,Thursday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,29.77
R000,Montebello,Pavia,Lombardia,2020-08-28,515,15158.61,Friday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,29.43
R000,Montebello,Pavia,Lombardia,2020-08-29,726,20675.41,Saturday,August,2020,Summer,No,Festivo,Post-Covid19,bianco,28.48
R000,Montebello,Pavia,Lombardia,2020-08-30,693,22663.4,Sunday,August,2020,Summer,No,Festivo,Post-Covid19,bianco,32.7
R000,Montebello,Pavia,Lombardia,2020-08-31,505,13751.37,Monday,August,2020,Summer,No,Feriale,Post-Covid19,bianco,27.23
R000,Montebello,Pavia,Lombardia,2020-09-01,461,14542.55,Tuesday,September,2020,Summer,No,Feriale,Post-Covid19,bianco,31.55
R000,Montebello,Pavia,Lombardia,2020-09-02,535,15278.49,Wednesday,September,2020,Summer,No,Feriale,Post-Covid19,bianco,28.56
R000,Montebello,Pavia,Lombardia,2020-09-03,504,13854.24,Thursday,September,2020,Summer,No,Feriale,Post-Covid19,bianco,27.49
R000,Montebello,Pavia,Lombardia,2020-09-04,562,16502.26,Friday,September,2020,Summer,No,Feriale,Post-Covid19,bianco,29.36
R000,Montebello,Pavia,Lombardia,2020-09-05,658,19047.15,Saturday,September,2020,Summer,No,Festivo,Post-Covid19,bianco,28.95
R000,Montebello,Pavia,Lombardia,2020-09-06,658,20085.19,Sunday,September,2020,Summer,No,Festivo,Post-Covid19,bianco,30.52
R000,Montebello,Pavia,Lombardia,2020-09-07,501,14467.84,Monday,September,2020,Summer,No,Feriale,Post-Covid19,bianco,28.88
R000,Montebello,Pavia,Lombardia,2020-09-08,525,15332.38,Tuesday,September,2020,Summer,No,Feriale,Post-Covid19,bianco,29.2
