Codice,Location,Provincia,Regione,data,scontrini,lordototale,giorno,mese,year,stagione,festività,festivo_ferriale,Covid,colore,scontrino_medio
R000,Montebello,Pavia,Lombardia,2019-02-03,1091,29600.64,Sunday,February,2019,Winter,No,Festivo,Pre-Covid19,Pre-Covid19,27.13
R000,Montebello,Pavia,Lombardia,2019-02-04,457,10621.5,Monday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,23.24
R000,Montebello,Pavia,Lombardia,2019-02-05,443,10588.64,Tuesday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,23.9
R000,Montebello,Pavia,Lombardia,2019-02-06,498,11765.52,Wednesday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,23.63
R000,Montebello,Pavia,Lombardia,2019-02-07,383,9191.34,Thursday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,24.0
R000,Montebello,Pavia,Lombardia,2019-02-08,688,16792.92,Friday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,24.41
R000,Montebello,Pavia,Lombardia,2019-02-09,1288,32015.36,Saturday,February,2019,Winter,No,Festivo,Pre-Covid19,Pre-Covid19,24.86
R000,Montebello,Pavia,Lombardia,2019-02-10,1003,26826.9,Sunday,February,2019,Winter,No,Festivo,Pre-Covid19,Pre-Covid19,26.75
R000,Montebello,Pavia,Lombardia,2019-02-11,476,10171.09,Monday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,21.37
R000,Montebello,Pavia,Lombardia,2019-02-12,484,11840.45,Tuesday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,24.46
R000,Montebello,Pavia,Lombardia,2019-02-13,534,12022.78,Wednesday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,22.51
R000,Montebello,Pavia,Lombardia,2019-02-14,618,14310.49,Thursday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,23.16
R000,Montebello,Pavia,Lombardia,2019-02-15,796,18866.25,Friday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,23.7
R000,Montebello,Pavia,Lombardia,2019-02-16,1322,32713.34,Saturday,February,2019,Winter,No,Festivo,Pre-Covid19,Pre-Covid19,24.75
R000,Montebello,Pavia,Lombardia,2019-02-17,1041,27661.61,Sunday,February,2019,Winter,No,Festivo,Pre-Covid19,Pre-Covid19,26.57
R000,Montebello,Pavia,Lombardia,2019-02-18,451,9159.16,Monday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,20.31
R000,Montebello,Pavia,Lombardia,2019-02-19,451,10071.3,Tuesday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,22.33
R000,Montebello,Pavia,Lombardia,2019-02-20,463,11135.2,Wednesday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,24.05
R000,Montebello,Pavia,Lombardia,2019-02-21,576,13087.22,Thursday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,22.72
R000,Montebello,Pavia,Lombardia,2019-02-22,803,19622.3,Friday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,24.44
R000,Montebello,Pavia,Lombardia,2019-02-23,1239,32946.16,Saturday,February,2019,Winter,No,Festivo,Pre-Covid19,Pre-Covid19,26.59
R000,Montebello,Pavia,Lombardia,2019-02-24,998,25464.81,Sunday,February,2019,Winter,No,Festivo,Pre-Covid19,Pre-Covid19,25.52
R000,Montebello,Pavia,Lombardia,2019-02-25,483,10035.85,Monday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,20.78
R000,Montebello,Pavia,Lombardia,2019-02-26,500,10412.28,Tuesday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,20.82
R000,Montebello,Pavia,Lombardia,2019-02-27,548,11384.55,Wednesday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,20.77
R000,Montebello,Pavia,Lombardia,2019-02-28,590,12694.35,Thursday,February,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,21.52
R000,Montebello,Pavia,Lombardia,2019-03-01,826,19284.72,Friday,March,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,23.35
R000,Montebello,Pavia,Lombardia,2019-03-02,1404,31347.95,Saturday,March,2019,Winter,No,Festivo,Pre-Covid19,Pre-Covid19,22.33
R000,Montebello,Pavia,Lombardia,2019-03-03,697,26343.82,Sunday,March,2019,Winter,No,Festivo,Pre-Covid19,Pre-Covid19,37.8
R000,Montebello,Pavia,Lombardia,2019-03-04,667,16166.49,Monday,March,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,24.24
R000,Montebello,Pavia,Lombardia,2019-03-05,580,14627.12,Tuesday,March,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,25.22
R000,Montebello,Pavia,Lombardia,2019-03-06,534,12079.26,Wednesday,March,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,22.62
R000,Montebello,Pavia,Lombardia,2019-03-07,467,10817.82,Thursday,March,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,23.16
R000,Montebello,Pavia,Lombardia,2019-03-08,794,19033.79,Friday,March,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,23.97
R000,Montebello,Pavia,Lombardia,2019-03-09,1319,31316.17,Saturday,March,2019,Winter,No,Festivo,Pre-Covid19,Pre-Covid19,23.74
R000,Montebello,Pavia,Lombardia,2019-03-10,993,24915.79,Sunday,March,2019,Winter,No,Festivo,Pre-Covid19,Pre-Covid19,25.09
R000,Montebello,Pavia,Lombardia,2019-03-11,452,8880.41,Monday,March,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,19.65
R000,Montebello,Pavia,Lombardia,2019-03-12,461,10920.69,Tuesday,March,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,23.69
R000,Montebello,Pavia,Lombardia,2019-03-13,510,11266.59,Wednesday,March,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,22.09
R000,Montebello,Pavia,Lombardia,2019-03-14,522,11025.86,Thursday,March,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,21.12
R000,Montebello,Pavia,Lombardia,2019-03-15,720,16589.37,Friday,March,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,23.04
R000,Montebello,Pavia,Lombardia,2019-03-16,1364,32270.62,Saturday,March,2019,Winter,No,Festivo,Pre-Covid19,Pre-Covid19,23.66
R000,Montebello,Pavia,Lombardia,2019-03-17,1111,28576.99,Sunday,March,2019,Winter,No,Festivo,Pre-Covid19,Pre-Covid19,25.72
R000,Montebello,Pavia,Lombardia,2019-03-18,541,11643.53,Monday,March,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,21.52
R000,Montebello,Pavia,Lombardia,2019-03-19,518,11976.85,Tuesday,March,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,23.12
R000,Montebello,Pavia,Lombardia,2019-03-20,457,10856.73,Wednesday,March,2019,Winter,No,Feriale,Pre-Covid19,Pre-Covid19,23.76
R000,Montebello,Pavia,Lombardia,2019-03-21,545,11384.52,Thursday,March,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,20.89
R000,Montebello,Pavia,Lombardia,2019-03-22,830,19405.22,Friday,March,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.38
R000,Montebello,Pavia,Lombardia,2019-03-23,1272,30979.61,Saturday,March,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,24.36
R000,Montebello,Pavia,Lombardia,2019-03-24,990,24644.55,Sunday,March,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,24.89
R000,Montebello,Pavia,Lombardia,2019-03-25,426,9453.7,Monday,March,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,22.19
R000,Montebello,Pavia,Lombardia,2019-03-26,487,10445.76,Tuesday,March,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,21.45
R000,Montebello,Pavia,Lombardia,2019-03-27,516,11613.24,Wednesday,March,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,22.51
R000,Montebello,Pavia,Lombardia,2019-03-28,830,13274.25,Thursday,March,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,15.99
R000,Montebello,Pavia,Lombardia,2019-03-29,742,16745.86,Friday,March,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,22.57
R000,Montebello,Pavia,Lombardia,2019-03-30,1285,29849.96,Saturday,March,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,23.23
R000,Montebello,Pavia,Lombardia,2019-03-31,974,24789.29,Sunday,March,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,25.45
R000,Montebello,Pavia,Lombardia,2019-04-01,556,11773.32,Monday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,21.18
R000,Montebello,Pavia,Lombardia,2019-04-02,494,10560.94,Tuesday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,21.38
R000,Montebello,Pavia,Lombardia,2019-04-03,509,12717.03,Wednesday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,24.98
R000,Montebello,Pavia,Lombardia,2019-04-04,514,10704.56,Thursday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,20.83
R000,Montebello,Pavia,Lombardia,2019-04-05,865,19676.01,Friday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,22.75
R000,Montebello,Pavia,Lombardia,2019-04-06,1275,31492.1,Saturday,April,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,24.7
R000,Montebello,Pavia,Lombardia,2019-04-07,1246,31270.81,Sunday,April,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,25.1
R000,Montebello,Pavia,Lombardia,2019-04-08,491,10236.21,Monday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,20.85
R000,Montebello,Pavia,Lombardia,2019-04-09,506,11499.79,Tuesday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,22.73
R000,Montebello,Pavia,Lombardia,2019-04-10,472,10294.64,Wednesday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,21.81
R000,Montebello,Pavia,Lombardia,2019-04-11,556,12915.18,Thursday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.23
R000,Montebello,Pavia,Lombardia,2019-04-12,891,20699.82,Friday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.23
R000,Montebello,Pavia,Lombardia,2019-04-13,1301,31186.97,Saturday,April,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,23.97
R000,Montebello,Pavia,Lombardia,2019-04-14,1164,32068.55,Sunday,April,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,27.55
R000,Montebello,Pavia,Lombardia,2019-04-15,530,11674.96,Monday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,22.03
R000,Montebello,Pavia,Lombardia,2019-04-16,531,12061.76,Tuesday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,22.72
R000,Montebello,Pavia,Lombardia,2019-04-17,710,16459.98,Wednesday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.18
R000,Montebello,Pavia,Lombardia,2019-04-18,911,20732.0,Thursday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,22.76
R000,Montebello,Pavia,Lombardia,2019-04-19,900,20138.25,Friday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,22.38
R000,Montebello,Pavia,Lombardia,2019-04-20,1338,31588.06,Saturday,April,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,23.61
R000,Montebello,Pavia,Lombardia,2019-04-21,290,7526.39,Sunday,April,2019,Spring,Pasqua,Festivo,Pre-Covid19,Pre-Covid19,25.95
R000,Montebello,Pavia,Lombardia,2019-04-22,738,18110.95,Monday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,24.54
R000,Montebello,Pavia,Lombardia,2019-04-23,867,20932.48,Tuesday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,24.14
R000,Montebello,Pavia,Lombardia,2019-04-24,969,23142.86,Wednesday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.88
R000,Montebello,Pavia,Lombardia,2019-04-25,1153,30522.56,Thursday,April,2019,Spring,Liberazione,Festivo,Pre-Covid19,Pre-Covid19,26.47
R000,Montebello,Pavia,Lombardia,2019-04-26,1027,26273.3,Friday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,25.58
R000,Montebello,Pavia,Lombardia,2019-04-27,1302,30041.93,Saturday,April,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,23.07
R000,Montebello,Pavia,Lombardia,2019-04-28,1302,22352.54,Sunday,April,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,17.17
R000,Montebello,Pavia,Lombardia,2019-04-29,587,13092.73,Monday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,22.3
R000,Montebello,Pavia,Lombardia,2019-04-30,795,18997.85,Tuesday,April,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.9
R000,Montebello,Pavia,Lombardia,2019-05-01,799,19572.95,Wednesday,May,2019,Spring,Lavoro,Festivo,Pre-Covid19,Pre-Covid19,24.5
R000,Montebello,Pavia,Lombardia,2019-05-02,457,9815.58,Thursday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,21.48
R000,Montebello,Pavia,Lombardia,2019-05-03,891,20509.55,Friday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.02
R000,Montebello,Pavia,Lombardia,2019-05-04,1119,26701.6,Saturday,May,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,23.86
R000,Montebello,Pavia,Lombardia,2019-05-05,1297,30781.27,Sunday,May,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,23.73
R000,Montebello,Pavia,Lombardia,2019-05-06,482,10797.76,Monday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,22.4
R000,Montebello,Pavia,Lombardia,2019-05-07,463,11044.62,Tuesday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.85
R000,Montebello,Pavia,Lombardia,2019-05-08,524,12425.02,Wednesday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.71
R000,Montebello,Pavia,Lombardia,2019-05-09,550,12693.43,Thursday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.08
R000,Montebello,Pavia,Lombardia,2019-05-10,844,20123.99,Friday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.84
R000,Montebello,Pavia,Lombardia,2019-05-11,1283,30071.38,Saturday,May,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,23.44
R000,Montebello,Pavia,Lombardia,2019-05-12,1043,25954.67,Sunday,May,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,24.88
R000,Montebello,Pavia,Lombardia,2019-05-13,514,11813.47,Monday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,22.98
R000,Montebello,Pavia,Lombardia,2019-05-14,515,10574.14,Tuesday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,20.53
R000,Montebello,Pavia,Lombardia,2019-05-15,602,14497.27,Wednesday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,24.08
R000,Montebello,Pavia,Lombardia,2019-05-16,709,13846.6,Thursday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,19.53
R000,Montebello,Pavia,Lombardia,2019-05-17,843,19460.28,Friday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.08
R000,Montebello,Pavia,Lombardia,2019-05-18,1349,35646.91,Saturday,May,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,26.42
R000,Montebello,Pavia,Lombardia,2019-05-19,1135,29843.29,Sunday,May,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,26.29
R000,Montebello,Pavia,Lombardia,2019-05-20,459,10020.46,Monday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,21.83
R000,Montebello,Pavia,Lombardia,2019-05-21,477,11342.54,Tuesday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.78
R000,Montebello,Pavia,Lombardia,2019-05-22,551,13000.82,Wednesday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.59
R000,Montebello,Pavia,Lombardia,2019-05-23,626,14418.4,Thursday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.03
R000,Montebello,Pavia,Lombardia,2019-05-24,787,18252.68,Friday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.19
R000,Montebello,Pavia,Lombardia,2019-05-25,1129,28648.54,Saturday,May,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,25.38
R000,Montebello,Pavia,Lombardia,2019-05-26,1021,26905.23,Sunday,May,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,26.35
R000,Montebello,Pavia,Lombardia,2019-05-27,633,14654.66,Monday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.15
R000,Montebello,Pavia,Lombardia,2019-05-28,539,11040.84,Tuesday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,20.48
R000,Montebello,Pavia,Lombardia,2019-05-29,577,11694.51,Wednesday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,20.27
R000,Montebello,Pavia,Lombardia,2019-05-30,569,11918.88,Thursday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,20.95
R000,Montebello,Pavia,Lombardia,2019-05-31,735,15551.11,Friday,May,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,21.16
R000,Montebello,Pavia,Lombardia,2019-06-01,1130,25126.55,Saturday,June,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,22.24
R000,Montebello,Pavia,Lombardia,2019-06-02,906,21347.23,Sunday,June,2019,Spring,Repubblica,Festivo,Pre-Covid19,Pre-Covid19,23.56
R000,Montebello,Pavia,Lombardia,2019-06-03,481,10313.33,Monday,June,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,21.44
R000,Montebello,Pavia,Lombardia,2019-06-04,495,10695.92,Tuesday,June,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,21.61
R000,Montebello,Pavia,Lombardia,2019-06-05,533,11059.96,Wednesday,June,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,20.75
R000,Montebello,Pavia,Lombardia,2019-06-06,540,11640.29,Thursday,June,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,21.56
R000,Montebello,Pavia,Lombardia,2019-06-07,754,18731.12,Friday,June,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,24.84
R000,Montebello,Pavia,Lombardia,2019-06-08,1049,24609.26,Saturday,June,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,23.46
R000,Montebello,Pavia,Lombardia,2019-06-09,1037,25427.74,Sunday,June,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,24.52
R000,Montebello,Pavia,Lombardia,2019-06-10,533,12367.59,Monday,June,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.2
R000,Montebello,Pavia,Lombardia,2019-06-11,551,12441.6,Tuesday,June,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,22.58
R000,Montebello,Pavia,Lombardia,2019-06-12,499,11756.29,Wednesday,June,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.56
R000,Montebello,Pavia,Lombardia,2019-06-13,555,12541.18,Thursday,June,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,22.6
R000,Montebello,Pavia,Lombardia,2019-06-14,779,19134.95,Friday,June,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,24.56
R000,Montebello,Pavia,Lombardia,2019-06-15,1001,25499.8,Saturday,June,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,25.47
R000,Montebello,Pavia,Lombardia,2019-06-16,921,22281.48,Sunday,June,2019,Spring,No,Festivo,Pre-Covid19,Pre-Covid19,24.19
R000,Montebello,Pavia,Lombardia,2019-06-17,535,11515.9,Monday,June,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,21.53
R000,Montebello,Pavia,Lombardia,2019-06-18,484,11447.51,Tuesday,June,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.65
R000,Montebello,Pavia,Lombardia,2019-06-19,506,11962.54,Wednesday,June,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,23.64
R000,Montebello,Pavia,Lombardia,2019-06-20,596,13327.77,Thursday,June,2019,Spring,No,Feriale,Pre-Covid19,Pre-Covid19,22.36
R000,Montebello,Pavia,Lombardia,2019-06-21,742,17832.72,Friday,June,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,24.03
R000,Montebello,Pavia,Lombardia,2019-06-22,1146,26855.52,Saturday,June,2019,Summer,No,Festivo,Pre-Covid19,Pre-Covid19,23.43
R000,Montebello,Pavia,Lombardia,2019-06-23,842,19824.59,Sunday,June,2019,Summer,No,Festivo,Pre-Covid19,Pre-Covid19,23.54
R000,Montebello,Pavia,Lombardia,2019-06-24,515,11939.78,Monday,June,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,23.18
R000,Montebello,Pavia,Lombardia,2019-06-25,556,12297.91,Tuesday,June,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,22.12
R000,Montebello,Pavia,Lombardia,2019-06-26,567,12375.8,Wednesday,June,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,21.83
R000,Montebello,Pavia,Lombardia,2019-06-27,593,12657.87,Thursday,June,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,21.35
R000,Montebello,Pavia,Lombardia,2019-06-28,775,19010.86,Friday,June,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,24.53
R000,Montebello,Pavia,Lombardia,2019-06-29,921,22581.69,Saturday,June,2019,Summer,No,Festivo,Pre-Covid19,Pre-Covid19,24.52
R000,Montebello,Pavia,Lombardia,2019-06-30,1049,24814.7,Sunday,June,2019,Summer,No,Festivo,Pre-Covid19,Pre-Covid19,23.66
R000,Montebello,Pavia,Lombardia,2019-07-01,594,13260.27,Monday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,22.32
R000,Montebello,Pavia,Lombardia,2019-07-02,619,13259.97,Tuesday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,21.42
R000,Montebello,Pavia,Lombardia,2019-07-03,646,13272.15,Wednesday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,20.55
R000,Montebello,Pavia,Lombardia,2019-07-04,585,13256.0,Thursday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,22.66
R000,Montebello,Pavia,Lombardia,2019-07-05,844,18631.08,Friday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,22.07
R000,Montebello,Pavia,Lombardia,2019-07-06,1240,29365.85,Saturday,July,2019,Summer,No,Festivo,Pre-Covid19,Pre-Covid19,23.68
R000,Montebello,Pavia,Lombardia,2019-07-07,1099,26843.37,Sunday,July,2019,Summer,No,Festivo,Pre-Covid19,Pre-Covid19,24.43
R000,Montebello,Pavia,Lombardia,2019-07-08,624,13561.42,Monday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,21.73
R000,Montebello,Pavia,Lombardia,2019-07-09,683,15290.5,Tuesday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,22.39
R000,Montebello,Pavia,Lombardia,2019-07-10,872,18450.1,Wednesday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,21.16
R000,Montebello,Pavia,Lombardia,2019-07-11,695,16070.67,Thursday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,23.12
R000,Montebello,Pavia,Lombardia,2019-07-12,889,20735.35,Friday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,23.32
R000,Montebello,Pavia,Lombardia,2019-07-13,1294,30432.78,Saturday,July,2019,Summer,No,Festivo,Pre-Covid19,Pre-Covid19,23.52
R000,Montebello,Pavia,Lombardia,2019-07-14,1167,30093.8,Sunday,July,2019,Summer,No,Festivo,Pre-Covid19,Pre-Covid19,25.79
R000,Montebello,Pavia,Lombardia,2019-07-15,811,19147.46,Monday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,23.61
R000,Montebello,Pavia,Lombardia,2019-07-16,558,12686.79,Tuesday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,22.74
R000,Montebello,Pavia,Lombardia,2019-07-17,597,13717.19,Wednesday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,22.98
R000,Montebello,Pavia,Lombardia,2019-07-18,659,14851.78,Thursday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,22.54
R000,Montebello,Pavia,Lombardia,2019-07-19,773,16951.17,Friday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,21.93
R000,Montebello,Pavia,Lombardia,2019-07-20,1128,27756.08,Saturday,July,2019,Summer,No,Festivo,Pre-Covid19,Pre-Covid19,24.61
R000,Montebello,Pavia,Lombardia,2019-07-21,979,23227.51,Sunday,July,2019,Summer,No,Festivo,Pre-Covid19,Pre-Covid19,23.73
R000,Montebello,Pavia,Lombardia,2019-07-22,645,13469.46,Monday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,20.88
R000,Montebello,Pavia,Lombardia,2019-07-23,568,12908.27,Tuesday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,22.73
R000,Montebello,Pavia,Lombardia,2019-07-24,616,13102.86,Wednesday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,21.27
R000,Montebello,Pavia,Lombardia,2019-07-25,596,13794.95,Thursday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,23.15
R000,Montebello,Pavia,Lombardia,2019-07-26,783,17647.44,Friday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,22.54
R000,Montebello,Pavia,Lombardia,2019-07-27,1221,29553.74,Saturday,July,2019,Summer,No,Festivo,Pre-Covid19,Pre-Covid19,24.2
R000,Montebello,Pavia,Lombardia,2019-07-28,1263,32795.23,Sunday,July,2019,Summer,No,Festivo,Pre-Covid19,Pre-Covid19,25.97
R000,Montebello,Pavia,Lombardia,2019-07-29,628,13459.5,Monday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,21.43
R000,Montebello,Pavia,Lombardia,2019-07-30,580,13177.13,Tuesday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,22.72
R000,Montebello,Pavia,Lombardia,2019-07-31,621,13243.28,Wednesday,July,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,21.33
R000,Montebello,Pavia,Lombardia,2019-08-01,656,15276.06,Thursday,August,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,23.29
R000,Montebello,Pavia,Lombardia,2019-08-02,764,18099.45,Friday,August,2019,Summer,No,Feriale,Pre-Covid19,Pre-Covid19,23.69
R000,Montebello,Pavia,Lombardia,2019-08-03,1012,23983.43,Saturday,August,2019,Summer,No,Festivo,Pre-Covid19,Pre-Covid19,23.7
